city;county;code;region;capital
Куртамыш;Куртамышский Район;45;Курганская Область;района
Макушино;Макушинский Район;45;Курганская Область;района
Петухово;Петуховский Район;45;Курганская Область;района
Шадринск;(региональное);45;Курганская Область;-
Шумиха;Шумихинский Район;45;Курганская Область;района
Щучье;Щучанский Район;45;Курганская Область;района
Дмитриев;Дмитриевский Район;46;Курская Область;-
Железногорск;(региональное);46;Курская Область;района
Курск;(региональное);46;Курская Область;региона
Курчатов;(региональное);46;Курская Область;района
Льгов;(региональное);46;Курская Область;района
Обоянь;Обоянский Район;46;Курская Область;района
Рыльск;Рыльский Район;46;Курская Область;района
Суджа;Суджанский Район;46;Курская Область;района
Фатеж;Фатежский Район;46;Курская Область;района
Щигры;(региональное);46;Курская Область;района
Бокситогорск;Бокситогорский Район;47;Ленинградская Область;района
Волосово;Волосовский Район;47;Ленинградская Область;района
Волхов;Волховский Район;47;Ленинградская Область;района
Всеволожск;Всеволожский Район;47;Ленинградская Область;района
Выборг;Выборгский Район;47;Ленинградская Область;района
Высоцк;Выборгский Район;47;Ленинградская Область;-
Гатчина;Гатчинский Район;47;Ленинградская Область;района
Ивангород;Кингисеппский Район;47;Ленинградская Область;-
Каменногорск;Выборгский Район;47;Ленинградская Область;-
Кингисепп;Кингисеппский Район;47;Ленинградская Область;района
Кириши;Киришский Район;47;Ленинградская Область;района
Кировск;Кировский Район;47;Ленинградская Область;района
Коммунар;Гатчинский Район;47;Ленинградская Область;-
Лодейное Поле;Лодейнопольский Район;47;Ленинградская Область;района
Луга;Лужский Район;47;Ленинградская Область;района
Любань;Тосненский Район;47;Ленинградская Область;-
Никольское;Тосненский Район;47;Ленинградская Область;-
Новая Ладога;Волховский Район;47;Ленинградская Область;-
Отрадное;Кировский Район;47;Ленинградская Область;-
Пикалево;Бокситогорский Район;47;Ленинградская Область;-
Подпорожье;Подпорожский Район;47;Ленинградская Область;района
Приморск;Выборгский Район;47;Ленинградская Область;-
Приозерск;Приозерский Район;47;Ленинградская Область;района
Светогорск;Выборгский Район;47;Ленинградская Область;-
Сертолово;Всеволожский Район;47;Ленинградская Область;-
Сланцы;Сланцевский Район;47;Ленинградская Область;района
Сосновый Бор;(региональное);47;Ленинградская Область;-
Сясьстрой;Волховский Район;47;Ленинградская Область;-
Тихвин;Тихвинский Район;47;Ленинградская Область;района
Тосно;Тосненский Район;47;Ленинградская Область;района
Шлиссельбург;Кировский Район;47;Ленинградская Область;-
Грязи;Грязинский Район;48;Липецкая Область;района
Данков;Данковский Район;48;Липецкая Область;района
Елец;(региональное);48;Липецкая Область;-
Задонск;Задонский Район;48;Липецкая Область;района
Лебедянь;Лебедянский Район;48;Липецкая Область;района
Липецк;(региональное);48;Липецкая Область;региона
Усмань;Усманский Район;48;Липецкая Область;района
Чаплыгин;Чаплыгинский Район;48;Липецкая Область;района
Магадан;(региональное);49;Магаданская Область;региона
Сусуман;Сусуманский Район;49;Магаданская Область;района
Апрелевка;Наро-Фоминский Район;50;Московская Область;-
Балашиха;(региональное);50;Московская Область;-
Бронницы;(региональное);50;Московская Область;-
Верея;Наро-Фоминский Район;50;Московская Область;-
Видное;Ленинский Район;50;Московская Область;района
Волоколамск;Волоколамский Район;50;Московская Область;района
Воскресенск;Воскресенский Район;50;Московская Область;района
Высоковск;Клинский Район;50;Московская Область;-
Голицыно;Одинцовский Район;50;Московская Область;-
Городской округ Черноголовка;(региональное);50;Московская Область;-
Дедовск;Истринский Район;50;Московская Область;-
Дзержинский;(региональное);50;Московская Область;-
Дмитров;Дмитровский Район;50;Московская Область;района
Долгопрудный;(региональное);50;Московская Область;-
Домодедово;(региональное);50;Московская Область;-
Дрезна;Орехово-Зуевский Район;50;Московская Область;-
Дубна;(региональное);50;Московская Область;-
Егорьевск;Егорьевский Район;50;Московская Область;района
Железнодорожный;(региональное);50;Московская Область;-
Жуковский;(региональное);50;Московская Область;-
Зарайск;Зарайский Район;50;Московская Область;района
Звенигород;(региональное);50;Московская Область;-
Ивантеевка;(региональное);50;Московская Область;-
Истра;Истринский Район;50;Московская Область;района
Истра-1;Истринский Район;50;Московская Область;-
Кашира;Каширский Район;50;Московская Область;района
Кашира-8;Каширский Район;50;Московская Область;-
Климовск;(региональное);50;Московская Область;-
Клин;Клинский Район;50;Московская Область;района
Коломна;(региональное);50;Московская Область;-
Королев;(региональное);50;Московская Область;-
Котельники;(региональное);50;Московская Область;-
Красноармейск;(региональное);50;Московская Область;-
Красногорск;Красногорский Район;50;Московская Область;района
Краснозаводск;Сергиево-Посадский Район;50;Московская Область;-
Краснознаменск;(региональное);50;Московская Область;-
Кубинка;Одинцовский Район;50;Московская Область;-
Куровское;Орехово-Зуевский Район;50;Московская Область;-
Ликино-Дулево;Орехово-Зуевский Район;50;Московская Область;-
Лобня;(региональное);50;Московская Область;-
Лосино-Петровский;(региональное);50;Московская Область;-
Луховицы;Луховицкий Район;50;Московская Область;района
Лыткарино;(региональное);50;Московская Область;-
Люберцы;Люберецкий Район;50;Московская Область;района
Можайск;Можайский Район;50;Московская Область;района
Мытищи;Мытищинский Район;50;Московская Область;района
Наро-Фоминск;Наро-Фоминский Район;50;Московская Область;района
Ногинск;Ногинский Район;50;Московская Область;района
Одинцово;Одинцовский Район;50;Московская Область;района
Ожерелье;Каширский Район;50;Московская Область;-
Озеры;Озерский Район;50;Московская Область;района
Орехово-Зуево;(региональное);50;Московская Область;-
Павловский Посад;Павлово-Посадский Район;50;Московская Область;района
Пересвет;Сергиево-Посадский Район;50;Московская Область;-
Подольск;(региональное);50;Московская Область;-
Протвино;(региональное);50;Московская Область;-
Пушкино;Пушкинский Район;50;Московская Область;района
Пущино;(региональное);50;Московская Область;-
Раменское;Раменский Район;50;Московская Область;района
Реутов;(региональное);50;Московская Область;-
Рошаль;(региональное);50;Московская Область;-
Руза;Рузский Район;50;Московская Область;района
Сергиев Посад;Сергиево-Посадский Район;50;Московская Область;района
Сергиев Посад-7;Сергиево-Посадский Район;50;Московская Область;-
Серпухов;(региональное);50;Московская Область;-
Снегири;Истринский Район;50;Московская Область;-
Солнечногорск;Солнечногорский Район;50;Московская Область;района
Солнечногорск-2;Солнечногорский Район;50;Московская Область;-
Солнечногорск-25;Солнечногорский Район;50;Московская Область;-
Солнечногорск-30;Солнечногорский Район;50;Московская Область;-
Солнечногорск-7;Солнечногорский Район;50;Московская Область;-
Старая Купавна;Ногинский Район;50;Московская Область;-
Ступино;Ступинский Район;50;Московская Область;района
Талдом;Талдомский Район;50;Московская Область;района
Фрязино;(региональное);50;Московская Область;-
Химки;(региональное);50;Московская Область;-
Хотьково;Сергиево-Посадский Район;50;Московская Область;-
Черноголовка;Ногинский Район;50;Московская Область;-
Чехов;Чеховский Район;50;Московская Область;района
Чехов-2;Чеховский Район;50;Московская Область;-
Чехов-3;Чеховский Район;50;Московская Область;-
Чехов-8;Чеховский Район;50;Московская Область;-
Шатура;Шатурский Район;50;Московская Область;района
Щелково;Щелковский Район;50;Московская Область;района
Электрогорск;(региональное);50;Московская Область;-
Электросталь;(региональное);50;Московская Область;-
Электроугли;Ногинский Район;50;Московская Область;-
Юбилейный;(региональное);50;Московская Область;-
Яхрома;Дмитровский Район;50;Московская Область;-
Апатиты;(региональное);51;Мурманская Область;-
Гаджиево;(региональное);51;Мурманская Область;-
Заозерск;(региональное);51;Мурманская Область;-
Заполярный;Печенгский Район;51;Мурманская Область;-
Кандалакша;(региональное);51;Мурманская Область;-
Кировск;(региональное);51;Мурманская Область;-
Ковдор;Ковдорский Район;51;Мурманская Область;района
Кола;Кольский Район;51;Мурманская Область;района
Мончегорск;(региональное);51;Мурманская Область;-
Мурманск;(региональное);51;Мурманская Область;региона
Оленегорск;(региональное);51;Мурманская Область;-
Оленегорск-1;(региональное);51;Мурманская Область;-
Оленегорск-2;(региональное);51;Мурманская Область;-
Оленегорск-4;(региональное);51;Мурманская Область;-
Островной;(региональное);51;Мурманская Область;-
Полярные Зори;(региональное);51;Мурманская Область;-
Полярный;(региональное);51;Мурманская Область;-
Североморск;(региональное);51;Мурманская Область;-
Снежногорск;(региональное);51;Мурманская Область;-
Арзамас;(региональное);52;Нижегородская Область;-
Балахна;Балахнинский Район;52;Нижегородская Область;района
Богородск;Богородский Район;52;Нижегородская Область;района
Бор;(региональное);52;Нижегородская Область;-
Ветлуга;Ветлужский Район;52;Нижегородская Область;района
Володарск;Володарский Район;52;Нижегородская Область;района
Ворсма;Павловский Район;52;Нижегородская Область;-
Выкса;(региональное);52;Нижегородская Область;района
Горбатов;Павловский Район;52;Нижегородская Область;-
Городец;Городецкий Район;52;Нижегородская Область;района
Дзержинск;(региональное);52;Нижегородская Область;-
Заволжье;Городецкий Район;52;Нижегородская Область;-
Княгинино;Княгининский Район;52;Нижегородская Область;района
Кстово;Кстовский Район;52;Нижегородская Область;района
Кулебаки;Кулебакский Район;52;Нижегородская Область;района
Лукоянов;Лукояновский Район;52;Нижегородская Область;района
Лысково;Лысковский Район;52;Нижегородская Область;района
Навашино;Навашинский Район;52;Нижегородская Область;района
Нижний Новгород;(региональное);52;Нижегородская Область;региона
Павлово;Павловский Район;52;Нижегородская Область;района
Первомайск;(региональное);52;Нижегородская Область;-
Перевоз;Перевозский Район;52;Нижегородская Область;района
Саров;(региональное);52;Нижегородская Область;-
Семенов;(региональное);52;Нижегородская Область;-
Сергач;Сергачский Район;52;Нижегородская Область;района
Урень;Уренский Район;52;Нижегородская Область;района
Чкаловск;Чкаловский Район;52;Нижегородская Область;района
Шахунья;(региональное);52;Нижегородская Область;-
Боровичи;Боровичский Район;53;Новгородская Область;района
Валдай;Валдайский Район;53;Новгородская Область;района
Великий Новгород;(региональное);53;Новгородская Область;региона
Малая Вишера;Маловишерский Район;53;Новгородская Область;района
Окуловка;Окуловский Район;53;Новгородская Область;района
Пестово;Пестовский Район;53;Новгородская Область;района
Сольцы;Солецкий Район;53;Новгородская Область;района
Сольцы 2;Солецкий Район;53;Новгородская Область;-
Старая Русса;Старорусский Район;53;Новгородская Область;района
Холм;Холмский Район;53;Новгородская Область;района
Чудово;Чудовский Район;53;Новгородская Область;района
Барабинск;(региональное);54;Новосибирская Область;-
Бердск;(региональное);54;Новосибирская Область;-
Болотное;Болотнинский Район;54;Новосибирская Область;района
Искитим;(региональное);54;Новосибирская Область;-
Карасук;Карасукский Район;54;Новосибирская Область;района
Каргат;Каргатский Район;54;Новосибирская Область;района
Куйбышев;(региональное);54;Новосибирская Область;-
Купино;Купинский Район;54;Новосибирская Область;района
Новосибирск;(региональное);54;Новосибирская Область;региона
Обь;(региональное);54;Новосибирская Область;-
Татарск;(региональное);54;Новосибирская Область;-
Тогучин;Тогучинский Район;54;Новосибирская Область;района
Черепаново;Черепановский Район;54;Новосибирская Область;района
Чулым;Чулымский Район;54;Новосибирская Область;района
Чулым-3;Чулымский Район;54;Новосибирская Область;-
Исилькуль;Исилькульский Район;55;Омская Область;района
Калачинск;Калачинский Район;55;Омская Область;района
Называевск;Называевский Район;55;Омская Область;района
Омск;(региональное);55;Омская Область;региона
Тара;Тарский Район;55;Омская Область;района
Тюкалинск;Тюкалинский Район;55;Омская Область;района
Абдулино;Абдулинский Район;56;Оренбургская Область;района
Бугуруслан;(региональное);56;Оренбургская Область;-
Бузулук;(региональное);56;Оренбургская Область;-
Гай;(региональное);56;Оренбургская Область;-
Кувандык;(региональное);56;Оренбургская Область;-
Медногорск;(региональное);56;Оренбургская Область;-
Новотроицк;(региональное);56;Оренбургская Область;-
Оренбург;(региональное);56;Оренбургская Область;региона
Орск;(региональное);56;Оренбургская Область;-
Соль-Илецк;Соль-Илецкий Район;56;Оренбургская Область;района
Сорочинск;(региональное);56;Оренбургская Область;-
Ясный;Ясненский Район;56;Оренбургская Область;района
Болхов;Болховский Район;57;Орловская Область;района
Дмитровск;Дмитровский Район;57;Орловская Область;района
Ливны;(региональное);57;Орловская Область;-
Малоархангельск;Малоархангельский Район;57;Орловская Область;района
Мценск;(региональное);57;Орловская Область;-
Новосиль;Новосильский Район;57;Орловская Область;района
Орёл;(региональное);57;Орловская Область;региона
Белинский;Белинский Район;58;Пензенская Область;района
Городище;Городищенский Район;58;Пензенская Область;района
Заречный;(региональное);58;Пензенская Область;-
Каменка;Каменский Район;58;Пензенская Область;района
Кузнецк;Кузнецкий Район;58;Пензенская Область;района
Кузнецк-12;Кузнецкий Район;58;Пензенская Область;-
Кузнецк-8;Кузнецкий Район;58;Пензенская Область;-
Нижний Ломов;Нижнеломовский Район;58;Пензенская Область;района
Никольск;Никольский Район;58;Пензенская Область;района
Пенза;(региональное);58;Пензенская Область;-
Сердобск;Сердобский Район;58;Пензенская Область;района
Спасск;Спасский Район;58;Пензенская Область;района
Сурск;Городищенский Район;58;Пензенская Область;-
Александровск;(региональное);59;Пермский Край;-
Березники;(региональное);59;Пермский Край;-
Верещагино;Верещагинский Район;59;Пермский Край;района
Горнозаводск;Горнозаводский Район;59;Пермский Край;района
Гремячинск;(региональное);59;Пермский Край;-
Губаха;(региональное);59;Пермский Край;-
Добрянка;(региональное);59;Пермский Край;-
Кизел;(региональное);59;Пермский Край;-
Красновишерск;Красновишерский Район;59;Пермский Край;района
Краснокамск;Краснокамский Район;59;Пермский Край;района
Кудымкар;(региональное);59;Пермский Край;-
Кунгур;(региональное);59;Пермский Край;-
Лысьва;(региональное);59;Пермский Край;-
Нытва;Нытвенский Район;59;Пермский Край;района
Оса;Осинский Район;59;Пермский Край;района
Оханск;Оханский Район;59;Пермский Край;района
Очер;Очерский Район;59;Пермский Край;района
Пермь;(региональное);59;Пермский Край;региона
Соликамск;(региональное);59;Пермский Край;-
Усолье;Усольский Район;59;Пермский Край;района
Чайковский;(региональное);59;Пермский Край;-
Чердынь;Чердынский Район;59;Пермский Край;района
Чермоз;Ильинский Район;59;Пермский Край;-
Чернушка;Чернушинский Район;59;Пермский Край;района
Чусовой;(региональное);59;Пермский Край;-
Великие Луки;(региональное);60;Псковская Область;-
Великие Луки-1;Великолукский Район;60;Псковская Область;-
Гдов;Гдовский Район;60;Псковская Область;района
Дно;Дновский Район;60;Псковская Область;района
Невель;Невельский Район;60;Псковская Область;района
Новоржев;Новоржевский Район;60;Псковская Область;района
Новосокольники;Новосокольнический Район;60;Псковская Область;района
Опочка;Опочецкий Район;60;Псковская Область;района
Остров;Островский Район;60;Псковская Область;района
Печоры;Печорский Район;60;Псковская Область;района
Порхов;Порховский Район;60;Псковская Область;района
Псков;(региональное);60;Псковская Область;региона
Пустошка;Пустошкинский Район;60;Псковская Область;района
Пыталово;Пыталовский Район;60;Псковская Область;района
Себеж;Себежский Район;60;Псковская Область;района
Азов;(региональное);61;Ростовская Область;-
Аксай;Аксайский Район;61;Ростовская Область;района
Батайск;(региональное);61;Ростовская Область;-
Белая Калитва;Белокалитвинский Район;61;Ростовская Область;района
Волгодонск;(региональное);61;Ростовская Область;-
Гуково;(региональное);61;Ростовская Область;-
Донецк;(региональное);61;Ростовская Область;-
Зверево;(региональное);61;Ростовская Область;-
Зерноград;Зерноградский Район;61;Ростовская Область;района
Каменск-Шахтинский;(региональное);61;Ростовская Область;-
Константиновск;Константиновский Район;61;Ростовская Область;района
Красный Сулин;Красносулинский Район;61;Ростовская Область;района
Миллерово;Миллеровский Район;61;Ростовская Область;района
Морозовск;Морозовский Район;61;Ростовская Область;района
Новочеркасск;(региональное);61;Ростовская Область;-
Новошахтинск;(региональное);61;Ростовская Область;-
Пролетарск;Пролетарский Район;61;Ростовская Область;района
Ростов-на-Дону;(региональное);61;Ростовская Область;региона
Сальск;Сальский Район;61;Ростовская Область;района
Семикаракорск;Семикаракорский Район;61;Ростовская Область;района
Таганрог;(региональное);61;Ростовская Область;-
Цимлянск;Цимлянский Район;61;Ростовская Область;района
Шахты;(региональное);61;Ростовская Область;-
Касимов;(региональное);62;Рязанская Область;района
Кораблино;Кораблинский Район;62;Рязанская Область;района
Михайлов;Михайловский Район;62;Рязанская Область;района
Новомичуринск;Пронский Район;62;Рязанская Область;-
Рыбное;Рыбновский Район;62;Рязанская Область;района
Ряжск;Ряжский Район;62;Рязанская Область;района
Рязань;(региональное);62;Рязанская Область;региона
Сасово;(региональное);62;Рязанская Область;-
Скопин;(региональное);62;Рязанская Область;района
Спас-Клепики;Клепиковский Район;62;Рязанская Область;района
Спасск-Рязанский;Спасский Район;62;Рязанская Область;района
Шацк;Шацкий Район;62;Рязанская Область;района
Жигулевск;(региональное);63;Самарская Область;-
Кинель;(региональное);63;Самарская Область;-
Нефтегорск;Нефтегорский Район;63;Самарская Область;района
Новокуйбышевск;(региональное);63;Самарская Область;-
Октябрьск;(региональное);63;Самарская Область;-
Отрадный;(региональное);63;Самарская Область;-
Похвистнево;(региональное);63;Самарская Область;-
Самара;(региональное);63;Самарская Область;региона
Сызрань;(региональное);63;Самарская Область;-
Тольятти;(региональное);63;Самарская Область;-
Чапаевск;(региональное);63;Самарская Область;-
Аркадак;Аркадакский Район;64;Саратовская Область;района
Аткарск;(региональное);64;Саратовская Область;-
Балаково;(региональное);64;Саратовская Область;-
Балашов;(региональное);64;Саратовская Область;-
Вольск;(региональное);64;Саратовская Область;-
Вольск-18;(региональное);64;Саратовская Область;-
Ершов;Ершовский Район;64;Саратовская Область;района
Калининск;Калининский Район;64;Саратовская Область;района
Красноармейск;(региональное);64;Саратовская Область;-
Красный Кут;Краснокутский Район;64;Саратовская Область;района
Маркс;(региональное);64;Саратовская Область;-
Новоузенск;Новоузенский Район;64;Саратовская Область;района
Петровск;(региональное);64;Саратовская Область;-
Пугачев;(региональное);64;Саратовская Область;района
Ртищево;(региональное);64;Саратовская Область;-
Саратов;(региональное);64;Саратовская Область;региона
Хвалынск;(региональное);64;Саратовская Область;-
Шиханы;(региональное);64;Саратовская Область;-
Энгельс;(региональное);64;Саратовская Область;-
Энгельс-19;(региональное);64;Саратовская Область;-
Энгельс-2;(региональное);64;Саратовская Область;-
Александровск-Сахалинский;Александровск-Сахалинский Район;65;Сахалинская Область;района
Анива;Анивский Район;65;Сахалинская Область;района
Долинск;Долинский Район;65;Сахалинская Область;района
Корсаков;Корсаковский Район;65;Сахалинская Область;района
Курильск;Курильский Район;65;Сахалинская Область;района
Макаров;Макаровский Район;65;Сахалинская Область;района
Невельск;Невельский Район;65;Сахалинская Область;района
Оха;Охинский Район;65;Сахалинская Область;района
Поронайск;Поронайский Район;65;Сахалинская Область;района
Северо-Курильск;Северо-Курильский Район;65;Сахалинская Область;района
Томари;Томаринский Район;65;Сахалинская Область;района
Углегорск;Углегорский Район;65;Сахалинская Область;района
Холмск;Холмский Район;65;Сахалинская Область;района
Шахтерск;Углегорский Район;65;Сахалинская Область;-
Южно-Сахалинск;(региональное);65;Сахалинская Область;региона
Алапаевск;(региональное);66;Свердловская Область;-
Арамиль;Сысертский Район;66;Свердловская Область;-
Артемовский;Артемовский Район;66;Свердловская Область;района
Асбест;(региональное);66;Свердловская Область;-
Березовский;(региональное);66;Свердловская Область;-
Богданович;Богдановичский Район;66;Свердловская Область;-
Верхний Тагил;(региональное);66;Свердловская Область;-
Верхняя Пышма;(региональное);66;Свердловская Область;-
Верхняя Салда;Верхнесалдинский Район;66;Свердловская Область;-
Верхняя Тура;(региональное);66;Свердловская Область;-
Верхотурье;Верхотурский Район;66;Свердловская Область;района
Волчанск;(региональное);66;Свердловская Область;-
Дегтярск;(региональное);66;Свердловская Область;-
Екатеринбург;(региональное);66;Свердловская Область;региона
Заречный;(региональное);66;Свердловская Область;-
Ивдель;(региональное);66;Свердловская Область;-
Ирбит;(региональное);66;Свердловская Область;-
Каменск-Уральский;(региональное);66;Свердловская Область;-
Камышлов;(региональное);66;Свердловская Область;-
Карпинск;(региональное);66;Свердловская Область;-
Качканар;(региональное);66;Свердловская Область;-
Кировград;(региональное);66;Свердловская Область;-
Краснотурьинск;(региональное);66;Свердловская Область;-
Красноуральск;(региональное);66;Свердловская Область;-
Красноуфимск;(региональное);66;Свердловская Область;-
Кушва;(региональное);66;Свердловская Область;-
Лесной;(региональное);66;Свердловская Область;-
Михайловск;Нижнесергинский Район;66;Свердловская Область;-
Невьянск;Невьянский Район;66;Свердловская Область;-
Нижние Серги;Нижнесергинский Район;66;Свердловская Область;района
Нижние Серги-3;Нижнесергинский Район;66;Свердловская Область;-
Нижний Тагил;(региональное);66;Свердловская Область;-
Нижняя Салда;(региональное);66;Свердловская Область;-
Нижняя Тура;(региональное);66;Свердловская Область;-
Новая Ляля;Новолялинский Район;66;Свердловская Область;района
Новоуральск;(региональное);66;Свердловская Область;-
Первоуральск;(региональное);66;Свердловская Область;-
Полевской;(региональное);66;Свердловская Область;-
Ревда;(региональное);66;Свердловская Область;-
Реж;Режевской Район;66;Свердловская Область;района
Североуральск;(региональное);66;Свердловская Область;-
Серов;(региональное);66;Свердловская Область;-
Среднеуральск;(региональное);66;Свердловская Область;-
Сухой Лог;Сухоложский Район;66;Свердловская Область;-
Сысерть;Сысертский Район;66;Свердловская Область;района
Тавда;(региональное);66;Свердловская Область;-
Талица;Талицкий Район;66;Свердловская Область;района
Туринск;Туринский Район;66;Свердловская Область;района
Велиж;Велижский Район;67;Смоленская Область;района
Вязьма;Вяземский Район;67;Смоленская Область;района
Гагарин;Гагаринский Район;67;Смоленская Область;района
Демидов;Демидовский Район;67;Смоленская Область;района
Десногорск;(региональное);67;Смоленская Область;-
Дорогобуж;Дорогобужский Район;67;Смоленская Область;района
Духовщина;Духовщинский Район;67;Смоленская Область;района
Ельня;Ельнинский Район;67;Смоленская Область;района
Починок;Починковский Район;67;Смоленская Область;района
Рославль;Рославльский Район;67;Смоленская Область;района
Рудня;Руднянский Район;67;Смоленская Область;района
Сафоново;Сафоновский Район;67;Смоленская Область;района
Смоленск;(региональное);67;Смоленская Область;региона
Сычевка;Сычевский Район;67;Смоленская Область;района
Ярцево;Ярцевский Район;67;Смоленская Область;района
Жердевка;Жердевский Район;68;Тамбовская Область;района
Кирсанов;(региональное);68;Тамбовская Область;-
Котовск;(региональное);68;Тамбовская Область;-
Мичуринск;(региональное);68;Тамбовская Область;-
Моршанск;(региональное);68;Тамбовская Область;-
Рассказово;(региональное);68;Тамбовская Область;-
Тамбов;(региональное);68;Тамбовская Область;региона
Уварово;(региональное);68;Тамбовская Область;-
Андреаполь;Андреапольский Район;69;Тверская Область;района
Бежецк;Бежецкий Район;69;Тверская Область;района
Белый;Бельский Район;69;Тверская Область;района
Бологое;Бологовский Район;69;Тверская Область;района
Весьегонск;Весьегонский Район;69;Тверская Область;района
Вышний Волочек;(региональное);69;Тверская Область;-
Западная Двина;Западнодвинский Район;69;Тверская Область;района
Зубцов;Зубцовский Район;69;Тверская Область;района
Калязин;Калязинский Район;69;Тверская Область;района
Кашин;Кашинский Район;69;Тверская Область;района
Кимры;(региональное);69;Тверская Область;-
Конаково;Конаковский Район;69;Тверская Область;района
Красный Холм;Краснохолмский Район;69;Тверская Область;района
Кувшиново;Кувшиновский Район;69;Тверская Область;района
Лихославль;Лихославльский Район;69;Тверская Область;района
Нелидово;(региональное);69;Тверская Область;-
Осташков;Осташковский Район;69;Тверская Область;района
Ржев;(региональное);69;Тверская Область;-
Старица;Старицкий Район;69;Тверская Область;района
Тверь;(региональное);69;Тверская Область;региона
Торжок;(региональное);69;Тверская Область;-
Торопец;Торопецкий Район;69;Тверская Область;района
Удомля;Удомельский Район;69;Тверская Область;района
Асино;Асиновский Район;70;Томская Область;района
Кедровый;(региональное);70;Томская Область;-
Колпашево;Колпашевский Район;70;Томская Область;района
Северск;(региональное);70;Томская Область;-
Стрежевой;(региональное);70;Томская Область;-
Томск;(региональное);70;Томская Область;района и региона
Алексин;Алексинский Район;71;Тульская Область;района
Белев;Белевский Район;71;Тульская Область;района
Богородицк;Богородицкий Район;71;Тульская Область;района
Болохово;Киреевский Район;71;Тульская Область;-
Венев;Веневский Район;71;Тульская Область;района
Донской;(региональное);71;Тульская Область;-
Ефремов;Ефремовский Район;71;Тульская Область;района
Кимовск;Кимовский Район;71;Тульская Область;района
Киреевск;Киреевский Район;71;Тульская Область;района
Липки;Киреевский Район;71;Тульская Область;-
Новомосковск;Новомосковский Район;71;Тульская Область;района
Плавск;Плавский Район;71;Тульская Область;района
Советск;Щекинский Район;71;Тульская Область;-
Суворов;Суворовский Район;71;Тульская Область;района
Тула;(региональное);71;Тульская Область;региона
Узловая;Узловский Район;71;Тульская Область;района
Чекалин;Суворовский Район;71;Тульская Область;-
Щекино;Щекинский Район;71;Тульская Область;района
Ясногорск;Ясногорский Район;71;Тульская Область;района
Заводоуковск;Заводоуковский Район;72;Тюменская Область;района
Ишим;Ишимский Район;72;Тюменская Область;района
Тобольск;(региональное);72;Тюменская Область;-
Тюмень;(региональное);72;Тюменская Область;-
Ялуторовск;Ялуторовский Район;72;Тюменская Область;района
Барыш;(региональное);73;Ульяновская Область;-
Димитровград;(региональное);73;Ульяновская Область;-
Инза;Инзенский Район;73;Ульяновская Область;района
Новоульяновск;(региональное);73;Ульяновская Область;-
Сенгилей;Сенгилеевский Район;73;Ульяновская Область;района
Ульяновск;(региональное);73;Ульяновская Область;региона
Аша;Ашинский Район;74;Челябинская Область;района
Бакал;Саткинский Район;74;Челябинская Область;-
Верхнеуральск;Верхнеуральский Район;74;Челябинская Область;района
Верхний Уфалей;(региональное);74;Челябинская Область;-
Еманжелинск;Еманжелинский Район;74;Челябинская Область;района
Златоуст;(региональное);74;Челябинская Область;-
Карабаш;(региональное);74;Челябинская Область;-
Карталы;Карталинский Район;74;Челябинская Область;района
Касли;Каслинский Район;74;Челябинская Область;района
Катав-Ивановск;Катав-Ивановский Район;74;Челябинская Область;района
Копейск;(региональное);74;Челябинская Область;-
Коркино;Коркинский Район;74;Челябинская Область;района
Куса;Кусинский Район;74;Челябинская Область;района
Кыштым;(региональное);74;Челябинская Область;-
Магнитогорск;(региональное);74;Челябинская Область;-
Миасс;(региональное);74;Челябинская Область;-
Миньяр;Ашинский Район;74;Челябинская Область;-
Нязепетровск;Нязепетровский Район;74;Челябинская Область;района
Озерск;(региональное);74;Челябинская Область;-
Пласт;Пластовский Район;74;Челябинская Область;района
Сатка;Саткинский Район;74;Челябинская Область;района
Сим;Ашинский Район;74;Челябинская Область;-
Снежинск;(региональное);74;Челябинская Область;-
Трехгорный;(региональное);74;Челябинская Область;-
Трехгорный-1;(региональное);74;Челябинская Область;-
Троицк;(региональное);74;Челябинская Область;-
Усть-Катав;(региональное);74;Челябинская Область;-
Чебаркуль;(региональное);74;Челябинская Область;-
Челябинск;(региональное);74;Челябинская Область;региона
Южноуральск;(региональное);74;Челябинская Область;-
Юрюзань;Катав-Ивановский Район;74;Челябинская Область;-
Балей;Балейский Район;75;Забайкальский Край;района
Борзя;Борзинский Район;75;Забайкальский Край;района
Краснокаменск;Краснокаменский Район;75;Забайкальский Край;района
Могоча;Могочинский Район;75;Забайкальский Край;района
Нерчинск;Нерчинский Район;75;Забайкальский Край;района
Петровск-Забайкальский;Петровск-Забайкальский Район;75;Забайкальский Край;района
Сретенск;Сретенский Район;75;Забайкальский Край;района
Хилок;Хилокский Район;75;Забайкальский Край;района
Чита;(региональное);75;Забайкальский Край;региона
Шилка;Шилкинский Район;75;Забайкальский Край;района
Гаврилов-Ям;Гаврилов-Ямский Район;76;Ярославская Область;района
Данилов;Даниловский Район;76;Ярославская Область;района
Любим;Любимский Район;76;Ярославская Область;района
Мышкин;Мышкинский Район;76;Ярославская Область;района
Переславль-Залесский;(региональное);76;Ярославская Область;-
Пошехонье;Пошехонский Район;76;Ярославская Область;района
Ростов;Ростовский Район;76;Ярославская Область;района
Рыбинск;Рыбинский Район;76;Ярославская Область;района
Тутаев;Тутаевский Район;76;Ярославская Область;района
Углич;Угличский Район;76;Ярославская Область;района
Ярославль;(региональное);76;Ярославская Область;региона
